Bujur,Lintang,Kepercayaan,Region,Provinsi,Kabupaten,Kecamatan,Satelit,Tanggal,Waktu
106.2878,-6.1380,8,JAWA,BANTEN,KAB. SERANG,KRAGILAN,TERRA,2020-08-02,03:25:00
105.9586,-6.0302,7,JAWA,BANTEN,KOTA CILEGON,CIWADAN,SNPP,2020-08-02,06:35:16.000000
107.9795,-6.5962,8,JAWA,JAWA BARAT,KAB. INDRAMAYU,TERISI,SNPP,2020-08-02,06:35:16.000000
107.7042,-6.4210,8,JAWA,JAWA BARAT,KAB. SUBANG,CIKAUM,SNPP,2020-08-02,06:35:16.000000
107.6853,-6.3989,8,JAWA,JAWA BARAT,KAB. SUBANG,PURWADADI,NOAA20,2020-08-02,05:44:02.000000
106.7908,-6.8519,8,JAWA,JAWA BARAT,KAB. SUKABUMI,CIAMBAR,TERRA,2020-08-02,03:25:00
106.7896,-6.8704,8,JAWA,JAWA BARAT,KAB. SUKABUMI,NAGRAK,AQUA,2020-08-02,06:17:00
106.7635,-7.2932,8,JAWA,JAWA BARAT,KAB. SUKABUMI,TEGALBULEUD,NOAA20,2020-08-02,05:44:02.000000
107.8107,-6.9643,8,JAWA,JAWA BARAT,KAB. SUMEDANG,CIMANGGUNG,TERRA,2020-08-02,03:25:00
109.9270,-6.9240,8,JAWA,JAWA TENGAH,KAB. BATANG,BANYUPUTIH,NOAA20,2020-08-02,05:44:02.000000
109.9239,-6.9232,8,JAWA,JAWA TENGAH,KAB. BATANG,BANYUPUTIH,NOAA20,2020-08-02,05:44:02.000000
111.4084,-7.3154,8,JAWA,JAWA TENGAH,KAB. BLORA,KRADENAN,NOAA20,2020-08-02,05:44:02.000000
111.4054,-7.1688,8,JAWA,JAWA TENGAH,KAB. BLORA,RANDUBLATUNG,AQUA,2020-08-02,06:17:00
109.0224,-7.0353,8,JAWA,JAWA TENGAH,KAB. BREBES,SONGGOM,AQUA,2020-08-02,06:17:00
109.0200,-7.0343,8,JAWA,JAWA TENGAH,KAB. BREBES,SONGGOM,SNPP,2020-08-02,06:33:51.000000
109.0193,-7.0301,8,JAWA,JAWA TENGAH,KAB. BREBES,SONGGOM,SNPP,2020-08-02,06:33:51.000000
109.0193,-7.0337,8,JAWA,JAWA TENGAH,KAB. BREBES,SONGGOM,SNPP,2020-08-02,06:33:51.000000
110.6664,-7.2050,8,JAWA,JAWA TENGAH,KAB. GROBOGAN,KEDUNGJATI,NOAA20,2020-08-02,05:44:02.000000
110.6166,-7.0745,8,JAWA,JAWA TENGAH,KAB. GROBOGAN,TEGOWANU,NOAA20,2020-08-02,05:44:02.000000
110.9476,-6.9492,7,JAWA,JAWA TENGAH,KAB. PATI,SUKOLILO,NOAA20,2020-08-02,05:44:02.000000
110.9497,-6.9406,8,JAWA,JAWA TENGAH,KAB. PATI,SUKOLILO,NOAA20,2020-08-02,05:44:02.000000
112.9859,-7.1739,8,JAWA,JAWA TIMUR,KAB. BANGKALAN,MODUNG,NOAA20,2020-08-02,05:44:02.000000
112.9817,-7.1745,8,JAWA,JAWA TIMUR,KAB. BANGKALAN,MODUNG,NOAA20,2020-08-02,05:44:02.000000
112.9831,-7.1740,8,JAWA,JAWA TIMUR,KAB. BANGKALAN,MODUNG,SNPP,2020-08-02,06:33:51.000000
111.8935,-7.3029,8,JAWA,JAWA TIMUR,KAB. BOJONEGORO,DANDER,NOAA20,2020-08-02,05:44:02.000000
113.9308,-7.8268,8,JAWA,JAWA TIMUR,KAB. BONDOWOSO,KLABANG,NOAA20,2020-08-02,05:44:02.000000
114.0510,-8.1205,8,JAWA,JAWA TIMUR,KAB. BONDOWOSO,TLOGOSARI,AQUA,2020-08-02,06:17:00
114.0575,-8.1150,8,JAWA,JAWA TIMUR,KAB. BONDOWOSO,TLOGOSARI,SNPP,2020-08-02,06:33:51.000000
113.4762,-8.1638,8,JAWA,JAWA TIMUR,KAB. JEMBER,TANGGUL,NOAA20,2020-08-02,05:44:02.000000
112.9298,-8.1190,8,JAWA,JAWA TIMUR,KAB. LUMAJANG,PRONOJIWO,AQUA,2020-08-02,06:17:00
112.9302,-8.1116,8,JAWA,JAWA TIMUR,KAB. LUMAJANG,PRONOJIWO,SNPP,2020-08-02,06:33:51.000000
111.8211,-7.6331,8,JAWA,JAWA TIMUR,KAB. NGANJUK,BERBEK,NOAA20,2020-08-02,05:44:02.000000
111.2914,-7.3870,8,JAWA,JAWA TIMUR,KAB. NGAWI,KEDUNGGALAR,NOAA20,2020-08-02,05:44:02.000000
112.7413,-7.6457,8,JAWA,JAWA TIMUR,KAB. PASURUAN,PANDAAN,NOAA20,2020-08-02,05:44:02.000000
112.8035,-7.6576,8,JAWA,JAWA TIMUR,KAB. PASURUAN,REMBANG,SNPP,2020-08-02,06:33:51.000000
111.3313,-7.9167,8,JAWA,JAWA TIMUR,KAB. PONOROGO,BADEGAN,NOAA20,2020-08-02,05:44:02.000000
111.4458,-7.8866,8,JAWA,JAWA TIMUR,KAB. PONOROGO,KAUMAN,NOAA20,2020-08-02,05:44:02.000000
111.4432,-7.8891,8,JAWA,JAWA TIMUR,KAB. PONOROGO,SUKOREJO,NOAA20,2020-08-02,05:44:02.000000
112.7231,-7.3762,7,JAWA,JAWA TIMUR,KAB. SIDOARJO,GEDANGAN,NOAA20,2020-08-02,05:44:02.000000
114.2327,-7.7857,8,JAWA,JAWA TIMUR,KAB. SITUBONDO,BANYUPUTIH,SNPP,2020-08-02,06:33:51.000000
113.9081,-7.7289,8,JAWA,JAWA TIMUR,KAB. SITUBONDO,KENDIT,NOAA20,2020-08-02,05:44:02.000000
113.9037,-7.7260,8,JAWA,JAWA TIMUR,KAB. SITUBONDO,KENDIT,NOAA20,2020-08-02,05:44:02.000000
113.9617,-7.7690,8,JAWA,JAWA TIMUR,KAB. SITUBONDO,SITUBONDO,NOAA20,2020-08-02,05:44:02.000000
113.6720,-6.8896,8,JAWA,JAWA TIMUR,KAB. SUMENEP,PASONGSONGAN,NOAA20,2020-08-02,05:44:02.000000
112.0284,-7.8084,8,JAWA,JAWA TIMUR,KOTA KEDIRI,KOTA KEDIRI,NOAA20,2020-08-02,05:44:02.000000
112.8066,-7.3154,8,JAWA,JAWA TIMUR,KOTA SURABAYA,RUNGKUT,NOAA20,2020-08-02,05:44:02.000000
112.8084,-7.3174,9,JAWA,JAWA TIMUR,KOTA SURABAYA,RUNGKUT,SNPP,2020-08-02,06:33:51.000000
112.8074,-7.3121,8,JAWA,JAWA TIMUR,KOTA SURABAYA,RUNGKUT,SNPP,2020-08-02,06:33:51.000000
110.1176,-2.1877,8,KALIMANTAN,KALIMANTAN BARAT,KAB. KETAPANG,MATAN HILIR SELATAN,NOAA20,2020-08-02,05:45:27.000000
110.1239,-2.1827,8,KALIMANTAN,KALIMANTAN BARAT,KAB. KETAPANG,MATAN HILIR SELATAN,NOAA20,2020-08-02,05:45:27.000000
110.5815,-1.1441,8,KALIMANTAN,KALIMANTAN BARAT,KAB. KETAPANG,SANDAI,SNPP,2020-08-02,06:36:41.000000
110.5474,-0.6476,8,KALIMANTAN,KALIMANTAN BARAT,KAB. KETAPANG,SUNGAI LAUR,SNPP,2020-08-02,06:36:41.000000
110.5443,-0.6481,8,KALIMANTAN,KALIMANTAN BARAT,KAB. KETAPANG,SUNGAI LAUR,SNPP,2020-08-02,06:36:41.000000
109.8431,0.3961,8,KALIMANTAN,KALIMANTAN BARAT,KAB. LANDAK,NGABANG,NOAA20,2020-08-02,05:46:51.000000
109.6044,0.3111,8,KALIMANTAN,KALIMANTAN BARAT,KAB. LANDAK,SEBANGKI,NOAA20,2020-08-02,05:46:51.000000
110.0144,0.7800,8,KALIMANTAN,KALIMANTAN BARAT,KAB. LANDAK,SERIMBU,NOAA20,2020-08-02,05:46:51.000000
110.0896,0.7996,8,KALIMANTAN,KALIMANTAN BARAT,KAB. LANDAK,SERIMBU,NOAA20,2020-08-02,05:46:51.000000
109.9892,0.7840,8,KALIMANTAN,KALIMANTAN BARAT,KAB. LANDAK,SERIMBU,NOAA20,2020-08-02,05:46:51.000000
109.5176,0.4551,8,KALIMANTAN,KALIMANTAN BARAT,KAB. LANDAK,SOMPAK,SNPP,2020-08-02,06:36:41.000000
111.7948,-0.7375,8,KALIMANTAN,KALIMANTAN BARAT,KAB. MELAWI,SAYAN,NOAA20,2020-08-02,05:45:27.000000
109.2606,1.0532,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SAMBAS,TEBAS,NOAA20,2020-08-02,05:46:51.000000
110.3839,0.8258,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3793,0.8251,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3610,0.8224,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3821,0.8180,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3810,0.8256,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3627,0.8227,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3793,0.8369,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3657,0.8348,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3732,0.8475,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,NOAA20,2020-08-02,05:46:51.000000
110.3592,0.8115,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3623,0.8120,7,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3833,0.8206,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3634,0.8134,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3603,0.8130,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3790,0.8370,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3758,0.8365,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BALAIKARANGAN,SNPP,2020-08-02,06:36:41.000000
110.3107,0.7838,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,BEDUAI,NOAA20,2020-08-02,05:46:51.000000
110.2559,0.9110,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.2534,0.9102,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.1646,1.0398,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.1506,1.0376,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.1460,1.0369,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.1502,1.0415,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.1362,1.0393,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,ENTIKONG,NOAA20,2020-08-02,05:46:51.000000
110.8040,0.4993,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,JANGKANG,NOAA20,2020-08-02,05:46:51.000000
110.4820,0.5892,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,KEMBAYAN,NOAA20,2020-08-02,05:46:51.000000
110.3912,0.6179,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,KEMBAYAN,SNPP,2020-08-02,06:36:41.000000
110.3881,0.6174,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,KEMBAYAN,SNPP,2020-08-02,06:36:41.000000
110.3905,0.6193,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,KEMBAYAN,SNPP,2020-08-02,06:36:41.000000
110.3874,0.6188,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SANGGAU,KEMBAYAN,SNPP,2020-08-02,06:36:41.000000
111.6471,-0.0654,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SINTANG,NANGADEDAI,NOAA20,2020-08-02,05:45:27.000000
111.6472,-0.0663,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SINTANG,NANGADEDAI,NOAA20,2020-08-02,05:45:27.000000
111.6062,-0.1238,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SINTANG,NANGADEDAI,SNPP,2020-08-02,06:36:41.000000
112.0647,0.0874,8,KALIMANTAN,KALIMANTAN BARAT,KAB. SINTANG,NANGAMAU,NOAA20,2020-08-02,05:45:27.000000
113.0573,-2.1398,8,KALIMANTAN,KALIMANTAN TENGAH,KAB. KOTAWARINGIN TIMUR,CEMPAGA HULU,NOAA20,2020-08-02,05:45:27.000000
111.1729,-2.0960,8,KALIMANTAN,KALIMANTAN TENGAH,KAB. SUKAMARA,PERMATA KECUBUNG,SNPP,2020-08-02,06:35:16.000000
116.8130,0.7970,8,KALIMANTAN,KALIMANTAN TIMUR,KAB. KUTAI TIMUR,TELEN,AQUA,2020-08-02,06:17:00
116.8043,0.8054,8,KALIMANTAN,KALIMANTAN TIMUR,KAB. KUTAI TIMUR,TELEN,AQUA,2020-08-02,06:17:00
128.9257,-8.2001,8,KEPULAUAN MALUKU,MALUKU,KAB. MALUKU BARAT DAYA,PULAU-PULAU BESAR,SNPP,2020-08-02,04:52:50.000000
129.6422,-2.8373,8,KEPULAUAN MALUKU,MALUKU,KAB. MALUKU TENGAH,SERAM UTARA,AQUA,2020-08-02,04:40:00
129.8230,-3.0502,8,KEPULAUAN MALUKU,MALUKU,KAB. MALUKU TENGAH,SERAM UTARA,SNPP,2020-08-02,04:54:16.000000
131.9177,-7.2243,8,KEPULAUAN MALUKU,MALUKU,KAB. MALUKU TENGGARA BARAT,TANIMBAR UTARA,SNPP,2020-08-02,04:52:50.000000
118.8313,-8.2881,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,AMBALAWI,NOAA20,2020-08-02,05:44:02.000000
118.6120,-8.4758,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,BOLO,NOAA20,2020-08-02,05:44:02.000000
118.6544,-8.4359,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,DONGGO,SNPP,2020-08-02,04:52:50.000000
118.6537,-8.3428,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,DONGGO,NOAA20,2020-08-02,05:44:02.000000
118.1531,-8.3821,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,SNPP,2020-08-02,04:52:50.000000
118.1737,-8.3596,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,SNPP,2020-08-02,04:52:50.000000
118.2951,-8.4208,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,NOAA20,2020-08-02,05:44:02.000000
118.2705,-8.3860,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,NOAA20,2020-08-02,05:44:02.000000
118.1786,-8.3584,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,NOAA20,2020-08-02,05:44:02.000000
118.1514,-8.3557,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,NOAA20,2020-08-02,05:44:02.000000
118.1466,-8.3495,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SANGGAR,NOAA20,2020-08-02,05:44:02.000000
119.0364,-8.4583,9,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SAPE,SNPP,2020-08-02,04:52:50.000000
119.0366,-8.4570,9,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SAPE,SNPP,2020-08-02,04:52:50.000000
118.9969,-8.5519,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SAPE,NOAA20,2020-08-02,05:44:02.000000
119.0394,-8.4618,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,SAPE,NOAA20,2020-08-02,05:44:02.000000
118.9675,-8.3256,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,WERA,SNPP,2020-08-02,04:52:50.000000
118.9656,-8.3252,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. BIMA,WERA,NOAA20,2020-08-02,05:44:02.000000
118.4741,-8.4709,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,DOMPU,SNPP,2020-08-02,04:52:50.000000
118.4388,-8.6751,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,HUU,NOAA20,2020-08-02,05:44:02.000000
118.2035,-8.6803,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.1763,-8.5091,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.1726,-8.5097,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.1757,-8.5057,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.3276,-8.4577,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.1535,-8.4848,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.1403,-8.4729,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KEMPO,NOAA20,2020-08-02,05:44:02.000000
118.3742,-8.3542,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,KILO,SNPP,2020-08-02,04:52:50.000000
118.3346,-8.6570,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,WOJU,SNPP,2020-08-02,04:52:50.000000
118.3332,-8.6559,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,WOJU,SNPP,2020-08-02,04:52:50.000000
118.3522,-8.5415,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,WOJU,NOAA20,2020-08-02,05:44:02.000000
118.4050,-8.5121,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,WOJU,NOAA20,2020-08-02,05:44:02.000000
118.3959,-8.5030,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. DOMPU,WOJU,NOAA20,2020-08-02,05:44:02.000000
116.1620,-8.6405,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. LOMBOK BARAT,KEDIRI,NOAA20,2020-08-02,05:44:02.000000
116.3075,-8.2352,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,BAYAN,NOAA20,2020-08-02,05:44:02.000000
116.8992,-8.5457,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,ALAS BARAT,NOAA20,2020-08-02,05:44:02.000000
116.9081,-8.5341,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,ALAS BARAT,NOAA20,2020-08-02,05:44:02.000000
117.0669,-8.4522,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,BUER,NOAA20,2020-08-02,05:44:02.000000
117.3859,-8.4847,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,LABUHAN BADAS,NOAA20,2020-08-02,05:44:02.000000
117.4792,-8.5686,7,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO HILIR,NOAA20,2020-08-02,05:44:02.000000
117.5025,-8.5548,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO HILIR,NOAA20,2020-08-02,05:44:02.000000
117.5593,-8.4305,8,KEPULAUAN NUSA TENGGARA,NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO HILIR,NOAA20,2020-08-02,05:44:02.000000
