Bujur,Lintang,Kepercayaan,Region,Provinsi,Kabupaten,Kecamatan,Satelit,Tanggal,Waktu
101.2831,-2.5142,8,SUMATERA,BENGKULU,KAB. MUKO-MUKO,MUKO MUKO UTARA,SNPP,2020-08-02,06:36:41.000000
102.6116,-3.3916,8,SUMATERA,BENGKULU,KAB. REJANG LEBONG,CURUP,SNPP,2020-08-02,06:35:16.000000
102.9939,-3.3888,8,SUMATERA,BENGKULU,KAB. REJANG LEBONG,KOTA PADANG,NOAA20,2020-08-02,05:45:27.000000
102.9930,-3.3898,8,SUMATERA,BENGKULU,KAB. REJANG LEBONG,KOTA PADANG,NOAA20,2020-08-02,05:45:27.000000
102.9275,-3.5364,8,SUMATERA,BENGKULU,KAB. REJANG LEBONG,PADANG ULAK TANDING,SNPP,2020-08-02,06:35:16.000000
102.7719,-4.1887,8,SUMATERA,BENGKULU,KAB. SELUMA,SEMIDANG ALAS,SNPP,2020-08-02,06:35:16.000000
102.7961,-4.1612,8,SUMATERA,BENGKULU,KAB. SELUMA,SEMIDANG ALAS,SNPP,2020-08-02,06:35:16.000000
102.5096,-4.0087,8,SUMATERA,BENGKULU,KAB. SELUMA,SUKARAJA,SNPP,2020-08-02,06:35:16.000000
102.2759,-3.7947,7,SUMATERA,BENGKULU,KOTA BENGKULU,GADING CEMPAKA,TERRA,2020-08-02,03:25:00
102.9368,-1.8004,8,SUMATERA,JAMBI,KAB. BATANGHARI,BATIN XXIV,AQUA,2020-08-02,06:17:00
102.8069,-1.7850,8,SUMATERA,JAMBI,KAB. BATANGHARI,BATIN XXIV,NOAA20,2020-08-02,05:45:27.000000
102.1680,-1.7527,8,SUMATERA,JAMBI,KAB. BUNGO,MUARA BUNGO,SNPP,2020-08-02,06:36:41.000000
102.5024,-2.1276,8,SUMATERA,JAMBI,KAB. MERANGIN,BANGKO,SNPP,2020-08-02,06:36:41.000000
102.2496,-2.0475,8,SUMATERA,JAMBI,KAB. MERANGIN,BANGKO,SNPP,2020-08-02,06:36:41.000000
102.0997,-2.3993,8,SUMATERA,JAMBI,KAB. MERANGIN,JANGKAT,NOAA20,2020-08-02,05:45:27.000000
102.0757,-2.3614,8,SUMATERA,JAMBI,KAB. MERANGIN,JANGKAT,SNPP,2020-08-02,06:36:41.000000
102.1065,-2.3983,8,SUMATERA,JAMBI,KAB. MERANGIN,MUARA SIAU,NOAA20,2020-08-02,05:45:27.000000
102.1031,-2.3976,8,SUMATERA,JAMBI,KAB. MERANGIN,MUARA SIAU,SNPP,2020-08-02,06:36:41.000000
102.1026,-2.3943,8,SUMATERA,JAMBI,KAB. MERANGIN,MUARA SIAU,SNPP,2020-08-02,06:36:41.000000
102.0130,-2.0739,8,SUMATERA,JAMBI,KAB. MERANGIN,SUNGAI MANAU,SNPP,2020-08-02,06:36:41.000000
102.0228,-2.0690,8,SUMATERA,JAMBI,KAB. MERANGIN,SUNGAI MANAU,SNPP,2020-08-02,06:36:41.000000
102.5986,-2.3723,8,SUMATERA,JAMBI,KAB. SAROLANGUN,LIMUN,AQUA,2020-08-02,06:17:00
102.6037,-2.3692,8,SUMATERA,JAMBI,KAB. SAROLANGUN,LIMUN,SNPP,2020-08-02,06:36:41.000000
102.5795,-2.3491,8,SUMATERA,JAMBI,KAB. SAROLANGUN,LIMUN,SNPP,2020-08-02,06:36:41.000000
102.8496,-2.1963,8,SUMATERA,JAMBI,KAB. SAROLANGUN,PAUH,SNPP,2020-08-02,06:36:41.000000
103.0597,-2.0870,8,SUMATERA,JAMBI,KAB. SAROLANGUN,PAUH,SNPP,2020-08-02,06:36:41.000000
102.7569,-2.0146,8,SUMATERA,JAMBI,KAB. SAROLANGUN,PAUH,SNPP,2020-08-02,06:36:41.000000
102.7909,-2.5264,8,SUMATERA,JAMBI,KAB. SAROLANGUN,SAROLANGUN,SNPP,2020-08-02,06:35:16.000000
102.7875,-2.5269,8,SUMATERA,JAMBI,KAB. SAROLANGUN,SAROLANGUN,SNPP,2020-08-02,06:35:16.000000
102.9021,-0.8991,7,SUMATERA,JAMBI,KAB. TANJUNG JABUNG BARAT,TUNGKALULU,TERRA,2020-08-02,03:25:00
102.8363,-1.0226,8,SUMATERA,JAMBI,KAB. TANJUNG JABUNG BARAT,TUNGKALULU,SNPP,2020-08-02,06:36:41.000000
105.9235,-2.1757,9,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,MENDO BARAT,AQUA,2020-08-02,06:17:00
105.9133,-2.1771,9,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,MENDO BARAT,AQUA,2020-08-02,06:17:00
105.9301,-2.2060,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,MENDO BARAT,NOAA20,2020-08-02,05:45:27.000000
105.9222,-2.1745,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,MENDO BARAT,NOAA20,2020-08-02,05:45:27.000000
105.9188,-2.1750,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,MENDO BARAT,NOAA20,2020-08-02,05:45:27.000000
105.9178,-2.1705,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,MENDO BARAT,SNPP,2020-08-02,06:35:16.000000
105.8327,-2.0633,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,PUDING BESAR,AQUA,2020-08-02,06:17:00
105.7950,-2.0197,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,PUDING BESAR,AQUA,2020-08-02,06:17:00
106.0172,-1.6959,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA,RIAUSILIP,SNPP,2020-08-02,06:36:41.000000
105.5954,-1.6481,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,AQUA,2020-08-02,06:17:00
105.5850,-1.6496,9,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,AQUA,2020-08-02,06:17:00
105.4754,-1.6356,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,AQUA,2020-08-02,06:17:00
105.5897,-1.6493,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,NOAA20,2020-08-02,05:45:27.000000
105.5890,-1.6439,7,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,NOAA20,2020-08-02,05:45:27.000000
105.6194,-1.7695,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,SNPP,2020-08-02,06:36:41.000000
105.4292,-1.6424,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,JEBUS,SNPP,2020-08-02,06:36:41.000000
105.6575,-1.7739,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,KELAPA,AQUA,2020-08-02,06:17:00
105.5557,-1.9249,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,KELAPA,SNPP,2020-08-02,06:36:41.000000
105.5488,-1.9073,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,KELAPA,SNPP,2020-08-02,06:36:41.000000
105.6587,-1.7709,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,KELAPA,SNPP,2020-08-02,06:36:41.000000
105.6545,-1.7715,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,KELAPA,SNPP,2020-08-02,06:36:41.000000
105.2291,-1.9558,9,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,AQUA,2020-08-02,06:17:00
105.2180,-1.9574,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,AQUA,2020-08-02,06:17:00
105.2303,-1.9617,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,NOAA20,2020-08-02,05:45:27.000000
105.2267,-1.9623,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,NOAA20,2020-08-02,05:45:27.000000
105.2296,-1.9561,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,NOAA20,2020-08-02,05:45:27.000000
105.2259,-1.9567,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,NOAA20,2020-08-02,05:45:27.000000
105.2282,-1.9606,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,SNPP,2020-08-02,06:36:41.000000
105.2109,-1.9559,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA BARAT,MUNTOK,SNPP,2020-08-02,06:36:41.000000
106.1367,-2.5470,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,TERRA,2020-08-02,03:25:00
106.0870,-2.5688,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,AQUA,2020-08-02,06:17:00
106.0768,-2.5703,9,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,AQUA,2020-08-02,06:17:00
106.1549,-2.5398,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,AQUA,2020-08-02,06:17:00
106.2056,-2.6508,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,SNPP,2020-08-02,06:35:16.000000
106.0810,-2.5659,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,SNPP,2020-08-02,06:35:16.000000
106.0805,-2.5622,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,SNPP,2020-08-02,06:35:16.000000
106.1580,-2.5386,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA SELATAN,PAYUNG,SNPP,2020-08-02,06:35:16.000000
106.1852,-2.5381,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,KOBA,SNPP,2020-08-02,06:35:16.000000
106.1952,-2.5136,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,KOBA,SNPP,2020-08-02,06:35:16.000000
106.1946,-2.5098,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,KOBA,SNPP,2020-08-02,06:35:16.000000
106.1958,-2.5127,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,KOBA,SNPP,2020-08-02,06:35:16.000000
106.1485,-2.5009,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,KOBA,SNPP,2020-08-02,06:35:16.000000
106.0494,-2.1871,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SIMPANG KATIS,AQUA,2020-08-02,06:17:00
106.0526,-2.2996,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SIMPANG KATIS,SNPP,2020-08-02,06:35:16.000000
106.0492,-2.1806,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SIMPANG KATIS,SNPP,2020-08-02,06:35:16.000000
106.0448,-2.1812,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SIMPANG KATIS,SNPP,2020-08-02,06:35:16.000000
105.9516,-2.4336,7,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,AQUA,2020-08-02,06:17:00
105.9667,-2.3077,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,NOAA20,2020-08-02,05:45:27.000000
105.9610,-2.4366,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,SNPP,2020-08-02,06:35:16.000000
105.9567,-2.4372,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,SNPP,2020-08-02,06:35:16.000000
105.9561,-2.4335,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,SNPP,2020-08-02,06:35:16.000000
105.9605,-2.4329,7,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,SNPP,2020-08-02,06:35:16.000000
105.9419,-2.3980,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,SNPP,2020-08-02,06:35:16.000000
106.0389,-2.2979,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BANGKA TENGAH,SUNGAI SELAM,SNPP,2020-08-02,06:35:16.000000
107.7747,-2.8043,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG,BADAU,TERRA,2020-08-02,03:25:00
107.7564,-2.8645,9,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG,BADAU,AQUA,2020-08-02,06:17:00
107.7630,-2.8656,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG,BADAU,SNPP,2020-08-02,06:35:16.000000
107.7624,-2.8615,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG,BADAU,SNPP,2020-08-02,06:35:16.000000
108.0008,-3.1858,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,DENDANG,NOAA20,2020-08-02,05:45:27.000000
107.9958,-3.1865,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,DENDANG,NOAA20,2020-08-02,05:45:27.000000
107.9985,-3.1854,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,DENDANG,SNPP,2020-08-02,06:35:16.000000
108.1255,-2.9045,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,GANTUNG,AQUA,2020-08-02,06:17:00
108.0831,-2.8454,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,GANTUNG,AQUA,2020-08-02,06:17:00
108.0847,-2.8453,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,GANTUNG,NOAA20,2020-08-02,05:45:27.000000
108.1284,-2.9026,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,GANTUNG,SNPP,2020-08-02,06:35:16.000000
108.0835,-2.8450,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,GANTUNG,SNPP,2020-08-02,06:35:16.000000
108.1229,-2.8865,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,MANGGAR,AQUA,2020-08-02,06:17:00
108.1245,-2.8774,8,SUMATERA,KEP. BANGKA BELITUNG,KAB. BELITUNG TIMUR,MANGGAR,SNPP,2020-08-02,06:35:16.000000
104.5606,1.1747,8,SUMATERA,KEP. RIAU,KAB. BINTAN,BINTAN UTARA,SNPP,2020-08-02,06:36:41.000000
104.5533,1.1061,8,SUMATERA,KEP. RIAU,KAB. BINTAN,GUNUNG KIJANG,SNPP,2020-08-02,06:36:41.000000
105.2861,-4.6601,8,SUMATERA,LAMPUNG,KAB. LAMPUNG TENGAH,NUNYAI,TERRA,2020-08-02,03:25:00
105.1943,-4.6558,8,SUMATERA,LAMPUNG,KAB. LAMPUNG TENGAH,NUNYAI,TERRA,2020-08-02,03:25:00
105.2848,-4.6691,8,SUMATERA,LAMPUNG,KAB. LAMPUNG TENGAH,NUNYAI,TERRA,2020-08-02,03:25:00
105.0340,-4.8717,8,SUMATERA,LAMPUNG,KAB. LAMPUNG UTARA,ABUNG SELATAN,TERRA,2020-08-02,03:25:00
104.8400,-4.7140,8,SUMATERA,LAMPUNG,KAB. LAMPUNG UTARA,SUNGKAI SELATAN,TERRA,2020-08-02,03:25:00
104.6269,-5.4932,8,SUMATERA,LAMPUNG,KAB. TANGGAMUS,KOTA AGUNG,TERRA,2020-08-02,03:25:00
105.8155,-4.5372,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,GEDUNG MENENG,AQUA,2020-08-02,06:17:00
105.7896,-4.5144,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,GEDUNG MENENG,NOAA20,2020-08-02,05:45:27.000000
105.7897,-4.5113,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,GEDUNG MENENG,SNPP,2020-08-02,06:35:16.000000
105.7891,-4.5078,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,GEDUNG MENENG,SNPP,2020-08-02,06:35:16.000000
105.2936,-4.5580,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,MENGGALA,AQUA,2020-08-02,06:17:00
105.2967,-4.5592,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,MENGGALA,NOAA20,2020-08-02,05:45:27.000000
105.2927,-4.5598,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,MENGGALA,NOAA20,2020-08-02,05:45:27.000000
105.2919,-4.5540,8,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,MENGGALA,NOAA20,2020-08-02,05:45:27.000000
105.2939,-4.5587,9,SUMATERA,LAMPUNG,KAB. TULANGBAWANG,MENGGALA,NOAA20,2020-08-02,05:45:27.000000
104.5435,-4.6994,8,SUMATERA,LAMPUNG,KAB. WAY KANAN,BARADATU,SNPP,2020-08-02,06:35:16.000000
102.8805,-0.2497,8,SUMATERA,RIAU,KAB. INDRAGIRI HILIR,GAUNGANAKSERKA,AQUA,2020-08-02,06:17:00
102.4926,-0.3885,8,SUMATERA,RIAU,KAB. INDRAGIRI HULU,RENGAT,SNPP,2020-08-02,06:36:41.000000
102.7069,0.9980,8,SUMATERA,RIAU,KAB. KEPULAUAN MERANTI,TEBINGTINGGI BARAT,AQUA,2020-08-02,06:17:00
102.2782,0.3609,7,SUMATERA,RIAU,KAB. PELALAWAN,BUNUT,AQUA,2020-08-02,06:17:00
100.3086,0.4772,8,SUMATERA,RIAU,KAB. ROKAN HULU,ROKAN EMPAT KOTO,SNPP,2020-08-02,06:36:41.000000
102.7773,-3.2572,8,SUMATERA,SUMATERA SELATAN,KAB. LUBUK LINGGAU,LUBUKLINGGAU BARAT,AQUA,2020-08-02,06:17:00
102.7763,-3.2488,8,SUMATERA,SUMATERA SELATAN,KAB. LUBUK LINGGAU,LUBUKLINGGAU BARAT,SNPP,2020-08-02,06:35:16.000000
102.7729,-3.2493,8,SUMATERA,SUMATERA SELATAN,KAB. LUBUK LINGGAU,LUBUKLINGGAU BARAT,SNPP,2020-08-02,06:35:16.000000
103.2909,-3.2347,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS,CECAR,NOAA20,2020-08-02,05:45:27.000000
102.9994,-3.3880,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS,MUARA BELITI,NOAA20,2020-08-02,05:45:27.000000
102.9985,-3.3890,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS,MUARA BELITI,NOAA20,2020-08-02,05:45:27.000000
102.9457,-2.5836,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,NIBUNG,SNPP,2020-08-02,06:35:16.000000
103.1403,-2.6254,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ILIR,SNPP,2020-08-02,06:35:16.000000
103.1368,-2.6259,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ILIR,SNPP,2020-08-02,06:35:16.000000
103.0550,-2.5611,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ILIR,SNPP,2020-08-02,06:35:16.000000
103.0902,-2.5353,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ILIR,SNPP,2020-08-02,06:35:16.000000
103.0674,-2.5251,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ILIR,SNPP,2020-08-02,06:35:16.000000
102.6971,-2.5848,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ULU,SNPP,2020-08-02,06:35:16.000000
102.8023,-2.5315,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RAWAS ULU,SNPP,2020-08-02,06:35:16.000000
102.8992,-2.6757,8,SUMATERA,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RUPIT,SNPP,2020-08-02,06:35:16.000000
105.5331,-2.9137,8,SUMATERA,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,TULUNG SELAPAN,AQUA,2020-08-02,06:17:00
99.4969,2.1916,8,SUMATERA,SUMATERA UTARA,KAB. LABUHANBATU UTARA,AEKNATAS,SNPP,2020-08-02,06:38:07.000000
99.5174,2.2053,8,SUMATERA,SUMATERA UTARA,KAB. LABUHANBATU UTARA,AEKNATAS,SNPP,2020-08-02,06:38:07.000000
99.5169,2.2087,8,SUMATERA,SUMATERA UTARA,KAB. LABUHANBATU UTARA,AEKNATAS,SNPP,2020-08-02,06:38:07.000000
99.4971,2.1921,8,SUMATERA,SUMATERA UTARA,KAB. LABUHANBATU UTARA,AEKNATAS,SNPP,2020-08-02,06:36:41.000000
99.3842,1.8883,8,SUMATERA,SUMATERA UTARA,KAB. TAPANULI SELATAN,SAIPAR DOLOK HOLE,SNPP,2020-08-02,06:36:41.000000
99.3242,1.9768,8,SUMATERA,SUMATERA UTARA,KAB. TAPANULI UTARA,GAROGA,SNPP,2020-08-02,06:36:41.000000
99.5106,2.2990,8,SUMATERA,SUMATERA UTARA,KAB. TOBA SAMOSIR,NASSAU,SNPP,2020-08-02,06:38:07.000000
99.4667,2.3405,8,SUMATERA,SUMATERA UTARA,KAB. TOBA SAMOSIR,NASSAU,SNPP,2020-08-02,06:38:07.000000
125.0726,-9.1921,8,not found,not found,not found,not found,TERRA,2020-08-02,01:45:00
125.0841,-9.1939,8,not found,not found,not found,not found,TERRA,2020-08-02,01:45:00
